ICD10,relationship,ICD9
M95.2,<ICD9>,738.10
Q11.2,<ICD9>,743.11
Q11.2,<ICD9>,743.12
Q12.0,<ICD9>,743.31
Q12.0,<ICD9>,743.32
Q12.0,<ICD9>,743.33
Q12.0,<ICD9>,743.34
Q13.3,<ICD9>,743.42
Q13.89,<ICD9>,743.48
Q14.8,<ICD9>,743.54
Q14.8,<ICD9>,743.55
Q14.8,<ICD9>,743.58
Q10.6,<ICD9>,743.64
Q25.2,<ICD9>,747.11
Q27.9,<ICD9>,747.82
Q35.9,<ICD9>,749.01
Q35.9,<ICD9>,749.03
Q35.9,<ICD9>,749.04
Q37.9,<ICD9>,749.25
Q65.01,<ICD9>,754.35
Q66.0,<ICD9>,754.50
Q66.4,<ICD9>,754.60
Q71.00,<ICD9>,755.22
Q71.10,<ICD9>,755.24
Q74.2,<ICD9>,755.60
Q76.49,<ICD9>,756.10
Q76.2,<ICD9>,756.11
P00.7,<ICD9>,760.61
P00.6,<ICD9>,760.64
P04.8,<ICD9>,760.76
P05.2,<ICD9>,764.21
P05.2,<ICD9>,764.22
P05.2,<ICD9>,764.23
P05.2,<ICD9>,764.24
P05.2,<ICD9>,764.25
P05.2,<ICD9>,764.26
P05.2,<ICD9>,764.27
P05.2,<ICD9>,764.28
P05.2,<ICD9>,764.29
P05.9,<ICD9>,764.91
P05.9,<ICD9>,764.92
P05.9,<ICD9>,764.93
P05.9,<ICD9>,764.94
P05.9,<ICD9>,764.95
P05.9,<ICD9>,764.96
P05.9,<ICD9>,764.97
P05.9,<ICD9>,764.98
P05.9,<ICD9>,764.99
P84,<ICD9>,768.0
P84,<ICD9>,768.1
P84,<ICD9>,768.5
P84,<ICD9>,768.6
P55.1,<ICD9>,773.5
P59.8,<ICD9>,774.31
G47.20,<ICD9>,780.55
G47.8,<ICD9>,780.56
F51.8,<ICD9>,780.58
G47.8,<ICD9>,780.59
O28.9,<ICD9>,792.3
R87.619,<ICD9>,795.00
R89.5,<ICD9>,795.31
R99,<ICD9>,798.1
R99,<ICD9>,798.2
R99,<ICD9>,798.9
S02.0XXA,<ICD9>,800.01
S02.0XXA,<ICD9>,800.02
S02.0XXA,<ICD9>,800.03
S02.0XXA,<ICD9>,800.04
S02.0XXA,<ICD9>,800.05
S02.0XXA,<ICD9>,800.06
S02.0XXA,<ICD9>,800.09
S02.0XXA,<ICD9>,800.10
S02.0XXA,<ICD9>,800.11
S02.0XXA,<ICD9>,800.12
S02.0XXA,<ICD9>,800.13
S02.0XXA,<ICD9>,800.14
S02.0XXA,<ICD9>,800.15
S02.0XXA,<ICD9>,800.16
S02.0XXA,<ICD9>,800.19
S02.0XXA,<ICD9>,800.20
S02.0XXA,<ICD9>,800.21
S02.0XXA,<ICD9>,800.22
S02.0XXA,<ICD9>,800.23
S02.0XXA,<ICD9>,800.24
S02.0XXA,<ICD9>,800.25
S02.0XXA,<ICD9>,800.26
S02.0XXA,<ICD9>,800.29
S02.0XXA,<ICD9>,800.30
S02.0XXA,<ICD9>,800.31
S02.0XXA,<ICD9>,800.32
S02.0XXA,<ICD9>,800.33
S02.0XXA,<ICD9>,800.34
S02.0XXA,<ICD9>,800.35
S02.0XXA,<ICD9>,800.36
S02.0XXA,<ICD9>,800.39
S02.0XXA,<ICD9>,800.40
S02.0XXA,<ICD9>,800.41
S02.0XXA,<ICD9>,800.42
S02.0XXA,<ICD9>,800.43
S02.0XXA,<ICD9>,800.44
S02.0XXA,<ICD9>,800.45
S02.0XXA,<ICD9>,800.46
S02.0XXA,<ICD9>,800.49
S02.0XXB,<ICD9>,800.51
S02.0XXB,<ICD9>,800.52
S02.0XXB,<ICD9>,800.53
S02.0XXB,<ICD9>,800.54
S02.0XXB,<ICD9>,800.55
S02.0XXB,<ICD9>,800.56
S02.0XXB,<ICD9>,800.59
S02.0XXB,<ICD9>,800.60
S02.0XXB,<ICD9>,800.61
S02.0XXB,<ICD9>,800.62
S02.0XXB,<ICD9>,800.63
S02.0XXB,<ICD9>,800.64
S02.0XXB,<ICD9>,800.65
S02.0XXB,<ICD9>,800.66
S02.0XXB,<ICD9>,800.69
S02.0XXB,<ICD9>,800.70
S02.0XXB,<ICD9>,800.71
S02.0XXB,<ICD9>,800.72
S02.0XXB,<ICD9>,800.73
S02.0XXB,<ICD9>,800.74
S02.0XXB,<ICD9>,800.75
S02.0XXB,<ICD9>,800.76
S02.0XXB,<ICD9>,800.79
S02.0XXB,<ICD9>,800.80
S02.0XXB,<ICD9>,800.81
S02.0XXB,<ICD9>,800.82
S02.0XXB,<ICD9>,800.83
S02.0XXB,<ICD9>,800.84
S02.0XXB,<ICD9>,800.85
S02.0XXB,<ICD9>,800.86
S02.0XXB,<ICD9>,800.89
S02.0XXB,<ICD9>,800.90
S02.0XXB,<ICD9>,800.91
S02.0XXB,<ICD9>,800.92
S02.0XXB,<ICD9>,800.93
S02.0XXB,<ICD9>,800.94
S02.0XXB,<ICD9>,800.95
S02.0XXB,<ICD9>,800.96
S02.0XXB,<ICD9>,800.99
S02.10XA,<ICD9>,801.01
S02.10XA,<ICD9>,801.02
S02.10XA,<ICD9>,801.03
S02.10XA,<ICD9>,801.04
S02.10XA,<ICD9>,801.05
S02.10XA,<ICD9>,801.06
S02.10XA,<ICD9>,801.09
S02.10XA,<ICD9>,801.10
S02.10XA,<ICD9>,801.11
S02.10XA,<ICD9>,801.12
S02.10XA,<ICD9>,801.13
S02.10XA,<ICD9>,801.14
S02.10XA,<ICD9>,801.15
S02.10XA,<ICD9>,801.16
S02.10XA,<ICD9>,801.19
S02.10XA,<ICD9>,801.20
S02.10XA,<ICD9>,801.21
S02.10XA,<ICD9>,801.22
S02.10XA,<ICD9>,801.23
S02.10XA,<ICD9>,801.24
S02.10XA,<ICD9>,801.25
S02.10XA,<ICD9>,801.26
S02.10XA,<ICD9>,801.29
S02.10XA,<ICD9>,801.30
S02.10XA,<ICD9>,801.31
S02.10XA,<ICD9>,801.32
S02.10XA,<ICD9>,801.33
S02.10XA,<ICD9>,801.34
S02.10XA,<ICD9>,801.35
S02.10XA,<ICD9>,801.36
S02.10XA,<ICD9>,801.39
S02.10XA,<ICD9>,801.40
S02.10XA,<ICD9>,801.41
S02.10XA,<ICD9>,801.42
S02.10XA,<ICD9>,801.43
S02.10XA,<ICD9>,801.44
S02.10XA,<ICD9>,801.45
S02.10XA,<ICD9>,801.46
S02.10XA,<ICD9>,801.49
S02.10XB,<ICD9>,801.51
S02.10XB,<ICD9>,801.52
S02.10XB,<ICD9>,801.53
S02.10XB,<ICD9>,801.54
S02.10XB,<ICD9>,801.55
S02.10XB,<ICD9>,801.56
S02.10XB,<ICD9>,801.59
S02.10XB,<ICD9>,801.60
S02.10XB,<ICD9>,801.61
S02.10XB,<ICD9>,801.62
S02.10XB,<ICD9>,801.63
S02.10XB,<ICD9>,801.64
S02.10XB,<ICD9>,801.65
S02.10XB,<ICD9>,801.66
S02.10XB,<ICD9>,801.69
S02.10XB,<ICD9>,801.70
S02.10XB,<ICD9>,801.71
S02.10XB,<ICD9>,801.72
S02.10XB,<ICD9>,801.73
S02.10XB,<ICD9>,801.74
S02.10XB,<ICD9>,801.75
S02.10XB,<ICD9>,801.76
S02.10XB,<ICD9>,801.79
S02.10XB,<ICD9>,801.80
S02.10XB,<ICD9>,801.81
S02.10XB,<ICD9>,801.82
S02.10XB,<ICD9>,801.83
S02.10XB,<ICD9>,801.84
S02.10XB,<ICD9>,801.85
S02.10XB,<ICD9>,801.86
S02.10XB,<ICD9>,801.89
S02.10XB,<ICD9>,801.90
S02.10XB,<ICD9>,801.91
S02.10XB,<ICD9>,801.92
S02.10XB,<ICD9>,801.93
S02.10XB,<ICD9>,801.94
S02.10XB,<ICD9>,801.95
S02.10XB,<ICD9>,801.96
S02.10XB,<ICD9>,801.99
S02.609A,<ICD9>,802.29
S02.609B,<ICD9>,802.39
S02.91XA,<ICD9>,803.01
S02.91XA,<ICD9>,803.02
S02.91XA,<ICD9>,803.03
S02.91XA,<ICD9>,803.04
S02.91XA,<ICD9>,803.05
S02.91XA,<ICD9>,803.06
S02.91XA,<ICD9>,803.09
S02.91XA,<ICD9>,803.10
S02.91XA,<ICD9>,803.11
S02.91XA,<ICD9>,803.12
S02.91XA,<ICD9>,803.13
S02.91XA,<ICD9>,803.14
S02.91XA,<ICD9>,803.15
S02.91XA,<ICD9>,803.16
S02.91XA,<ICD9>,803.19
S02.91XA,<ICD9>,803.20
S02.91XA,<ICD9>,803.21
S02.91XA,<ICD9>,803.22
S02.91XA,<ICD9>,803.23
S02.91XA,<ICD9>,803.24
S02.91XA,<ICD9>,803.25
S02.91XA,<ICD9>,803.26
S02.91XA,<ICD9>,803.29
S02.91XA,<ICD9>,803.30
S02.91XA,<ICD9>,803.31
S02.91XA,<ICD9>,803.32
S02.91XA,<ICD9>,803.33
S02.91XA,<ICD9>,803.34
S02.91XA,<ICD9>,803.35
S02.91XA,<ICD9>,803.36
S02.91XA,<ICD9>,803.39
S02.91XA,<ICD9>,803.40
S02.91XA,<ICD9>,803.41
S02.91XA,<ICD9>,803.42
S02.91XA,<ICD9>,803.43
S02.91XA,<ICD9>,803.44
S02.91XA,<ICD9>,803.45
S02.91XA,<ICD9>,803.46
S02.91XA,<ICD9>,803.49
S02.91XB,<ICD9>,803.51
S02.91XB,<ICD9>,803.52
S02.91XB,<ICD9>,803.53
S02.91XB,<ICD9>,803.54
S02.91XB,<ICD9>,803.55
S02.91XB,<ICD9>,803.56
S02.91XB,<ICD9>,803.59
S02.91XB,<ICD9>,803.60
S02.91XB,<ICD9>,803.61
S02.91XB,<ICD9>,803.62
S02.91XB,<ICD9>,803.63
S02.91XB,<ICD9>,803.64
S02.91XB,<ICD9>,803.65
S02.91XB,<ICD9>,803.66
S02.91XB,<ICD9>,803.69
S02.91XB,<ICD9>,803.70
S02.91XB,<ICD9>,803.71
S02.91XB,<ICD9>,803.72
S02.91XB,<ICD9>,803.73
S02.91XB,<ICD9>,803.74
S02.91XB,<ICD9>,803.75
S02.91XB,<ICD9>,803.76
S02.91XB,<ICD9>,803.79
S02.91XB,<ICD9>,803.80
S02.91XB,<ICD9>,803.81
S02.91XB,<ICD9>,803.82
S02.91XB,<ICD9>,803.83
S02.91XB,<ICD9>,803.84
S02.91XB,<ICD9>,803.85
S02.91XB,<ICD9>,803.86
S02.91XB,<ICD9>,803.89
S02.91XB,<ICD9>,803.90
S02.91XB,<ICD9>,803.91
S02.91XB,<ICD9>,803.92
S02.91XB,<ICD9>,803.93
S02.91XB,<ICD9>,803.94
S02.91XB,<ICD9>,803.95
S02.91XB,<ICD9>,803.96
S02.91XB,<ICD9>,803.99
S02.91XA,<ICD9>,804.00
S02.91XA,<ICD9>,804.01
S02.91XA,<ICD9>,804.02
S02.91XA,<ICD9>,804.03
S02.91XA,<ICD9>,804.04
S02.91XA,<ICD9>,804.05
S02.91XA,<ICD9>,804.06
S02.91XA,<ICD9>,804.09
S02.91XA,<ICD9>,804.10
S02.91XA,<ICD9>,804.11
S02.91XA,<ICD9>,804.12
S02.91XA,<ICD9>,804.13
S02.91XA,<ICD9>,804.14
S02.91XA,<ICD9>,804.15
S02.91XA,<ICD9>,804.16
S02.91XA,<ICD9>,804.19
S02.91XA,<ICD9>,804.20
S02.91XA,<ICD9>,804.21
S02.91XA,<ICD9>,804.22
S02.91XA,<ICD9>,804.23
S02.91XA,<ICD9>,804.24
S02.91XA,<ICD9>,804.25
S02.91XA,<ICD9>,804.26
S02.91XA,<ICD9>,804.29
S02.91XA,<ICD9>,804.30
S02.91XA,<ICD9>,804.31
S02.91XA,<ICD9>,804.32
S02.91XA,<ICD9>,804.33
S02.91XA,<ICD9>,804.34
S02.91XA,<ICD9>,804.35
S02.91XA,<ICD9>,804.36
S02.91XA,<ICD9>,804.39
S02.91XA,<ICD9>,804.40
S02.91XA,<ICD9>,804.41
S02.91XA,<ICD9>,804.42
S02.91XA,<ICD9>,804.43
S02.91XA,<ICD9>,804.44
S02.91XA,<ICD9>,804.45
S02.91XA,<ICD9>,804.46
S02.91XA,<ICD9>,804.49
S02.91XB,<ICD9>,804.50
S02.91XB,<ICD9>,804.51
S02.91XB,<ICD9>,804.52
S02.91XB,<ICD9>,804.53
S02.91XB,<ICD9>,804.54
S02.91XB,<ICD9>,804.55
S02.91XB,<ICD9>,804.56
S02.91XB,<ICD9>,804.59
S02.91XB,<ICD9>,804.60
S02.91XB,<ICD9>,804.61
S02.91XB,<ICD9>,804.62
S02.91XB,<ICD9>,804.63
S02.91XB,<ICD9>,804.64
S02.91XB,<ICD9>,804.65
S02.91XB,<ICD9>,804.66
S02.91XB,<ICD9>,804.69
S02.91XB,<ICD9>,804.70
S02.91XB,<ICD9>,804.71
S02.91XB,<ICD9>,804.72
S02.91XB,<ICD9>,804.73
S02.91XB,<ICD9>,804.74
S02.91XB,<ICD9>,804.75
S02.91XB,<ICD9>,804.76
S02.91XB,<ICD9>,804.79
S02.91XB,<ICD9>,804.80
S02.91XB,<ICD9>,804.81
S02.91XB,<ICD9>,804.82
S02.91XB,<ICD9>,804.83
S02.91XB,<ICD9>,804.84
S02.91XB,<ICD9>,804.85
S02.91XB,<ICD9>,804.86
S02.91XB,<ICD9>,804.89
S02.91XB,<ICD9>,804.90
S02.91XB,<ICD9>,804.91
S02.91XB,<ICD9>,804.92
S02.91XB,<ICD9>,804.93
S02.91XB,<ICD9>,804.94
S02.91XB,<ICD9>,804.95
S02.91XB,<ICD9>,804.96
S02.91XB,<ICD9>,804.99
S12.9XXA,<ICD9>,805.08
S12.9XXA,<ICD9>,805.10
S12.9XXA,<ICD9>,805.18
S12.9XXA,<ICD9>,805.8
S12.9XXA,<ICD9>,805.9
S12.000A,<ICD9>,806.00
S12.000A,<ICD9>,806.01
S12.000A,<ICD9>,806.02
S12.000A,<ICD9>,806.03
S12.000A,<ICD9>,806.04
S12.400A,<ICD9>,806.05
S12.400A,<ICD9>,806.06
S12.400A,<ICD9>,806.07
S12.400A,<ICD9>,806.08
S12.400A,<ICD9>,806.09
S12.000B,<ICD9>,806.10
S12.000B,<ICD9>,806.11
S12.000B,<ICD9>,806.12
S12.000B,<ICD9>,806.13
S12.000B,<ICD9>,806.14
S12.400B,<ICD9>,806.15
S12.400B,<ICD9>,806.16
S12.400B,<ICD9>,806.17
S12.400B,<ICD9>,806.18
S12.400B,<ICD9>,806.19
S22.019A,<ICD9>,806.20
S22.019A,<ICD9>,806.21
S22.019A,<ICD9>,806.22
S22.019A,<ICD9>,806.23
S22.019A,<ICD9>,806.24
S22.069A,<ICD9>,806.25
S22.069A,<ICD9>,806.26
S22.069A,<ICD9>,806.27
S22.069A,<ICD9>,806.28
S22.069A,<ICD9>,806.29
S22.019B,<ICD9>,806.30
S22.019B,<ICD9>,806.31
S22.019B,<ICD9>,806.32
S22.019B,<ICD9>,806.33
S22.019B,<ICD9>,806.34
S22.069B,<ICD9>,806.35
S22.069B,<ICD9>,806.36
S22.069B,<ICD9>,806.37
S22.069B,<ICD9>,806.38
S22.069B,<ICD9>,806.39
S32.009A,<ICD9>,806.4
S32.009B,<ICD9>,806.5
S32.10XA,<ICD9>,806.60
S32.10XA,<ICD9>,806.61
S32.10XA,<ICD9>,806.62
S32.10XA,<ICD9>,806.69
S32.10XB,<ICD9>,806.70
S32.10XB,<ICD9>,806.71
S32.10XB,<ICD9>,806.72
S32.10XB,<ICD9>,806.79
S12.9XXA,<ICD9>,806.8
S12.9XXA,<ICD9>,806.9
S22.39XB,<ICD9>,807.10
S12.8XXA,<ICD9>,807.6
S52.90XA,<ICD9>,813.00
S52.009A,<ICD9>,813.08
S52.90XB,<ICD9>,813.10
S52.009B,<ICD9>,813.18
S52.90XA,<ICD9>,813.20
S52.209A,<ICD9>,813.23
S52.90XB,<ICD9>,813.30
S52.209B,<ICD9>,813.33
S52.90XA,<ICD9>,813.40
S52.509A,<ICD9>,813.44
S52.011A,<ICD9>,813.47
S52.90XB,<ICD9>,813.50
S52.509B,<ICD9>,813.54
S52.90XA,<ICD9>,813.81
S52.90XA,<ICD9>,813.82
S52.90XA,<ICD9>,813.83
S52.90XB,<ICD9>,813.91
S52.90XB,<ICD9>,813.92
S52.90XB,<ICD9>,813.93
S62.90XB,<ICD9>,817.1
S62.90XA,<ICD9>,818.0
S22.20XA,<ICD9>,819.0
S22.9XXB,<ICD9>,819.1
S82.101A,<ICD9>,823.02
S82.101B,<ICD9>,823.12
S82.201A,<ICD9>,823.22
S82.201B,<ICD9>,823.32
S82.161A,<ICD9>,823.42
S82.201A,<ICD9>,823.82
S82.201B,<ICD9>,823.92
T07,<ICD9>,828.0
T07,<ICD9>,828.1
T14.8,<ICD9>,829.0
T14.8,<ICD9>,829.1
S01.409A,<ICD9>,830.1
S41.009A,<ICD9>,831.10
S41.109A,<ICD9>,831.11
S41.109A,<ICD9>,831.12
S41.109A,<ICD9>,831.13
S41.009A,<ICD9>,831.14
S41.009A,<ICD9>,831.19
S51.009A,<ICD9>,832.10
S51.009A,<ICD9>,832.11
S51.009A,<ICD9>,832.12
S51.009A,<ICD9>,832.13
S51.009A,<ICD9>,832.14
S51.009A,<ICD9>,832.19
S61.509A,<ICD9>,833.10
S61.509A,<ICD9>,833.11
S61.509A,<ICD9>,833.12
S61.509A,<ICD9>,833.13
S61.509A,<ICD9>,833.14
S61.509A,<ICD9>,833.15
S61.509A,<ICD9>,833.19
S61.009A,<ICD9>,834.10
S61.409A,<ICD9>,834.11
S61.009A,<ICD9>,834.12
S71.009A,<ICD9>,835.10
S71.009A,<ICD9>,835.11
S71.009A,<ICD9>,835.12
S71.009A,<ICD9>,835.13
S81.009A,<ICD9>,836.4
S81.009A,<ICD9>,836.60
S81.009A,<ICD9>,836.61
S81.009A,<ICD9>,836.62
S81.009A,<ICD9>,836.63
S81.009A,<ICD9>,836.64
S81.009A,<ICD9>,836.69
S91.009A,<ICD9>,837.1
S93.316A,<ICD9>,838.01
S91.309A,<ICD9>,838.10
S91.309A,<ICD9>,838.11
S91.309A,<ICD9>,838.12
S91.309A,<ICD9>,838.13
S91.309A,<ICD9>,838.14
S91.309A,<ICD9>,838.15
S91.109A,<ICD9>,838.16
S91.109A,<ICD9>,838.19
S11.90XA,<ICD9>,839.10
S11.90XA,<ICD9>,839.11
S11.90XA,<ICD9>,839.12
S11.90XA,<ICD9>,839.13
S11.90XA,<ICD9>,839.14
S11.90XA,<ICD9>,839.15
S11.90XA,<ICD9>,839.16
S11.90XA,<ICD9>,839.17
S11.90XA,<ICD9>,839.18
S31.000A,<ICD9>,839.30
S21.209A,<ICD9>,839.31
S23.20XA,<ICD9>,839.50
S31.000A,<ICD9>,839.51
S31.000A,<ICD9>,839.52
S31.000A,<ICD9>,839.59
S21.109A,<ICD9>,839.71
S31.000A,<ICD9>,839.79
T14.90,<ICD9>,839.8
T14.90,<ICD9>,839.9
S63.8X9A,<ICD9>,842.11
S33.8XXA,<ICD9>,846.2
S33.8XXA,<ICD9>,846.3
S33.8XXA,<ICD9>,846.8
S33.8XXA,<ICD9>,847.3
S33.8XXA,<ICD9>,847.4
T14.90,<ICD9>,848.9
S06.0X0A,<ICD9>,850.9
S06.330A,<ICD9>,851.00
S06.339A,<ICD9>,851.01
S06.331A,<ICD9>,851.02
S06.333A,<ICD9>,851.03
S06.335A,<ICD9>,851.04
S06.336A,<ICD9>,851.05
S06.339A,<ICD9>,851.06
S06.330A,<ICD9>,851.09
S01.90XA,<ICD9>,851.10
S01.90XA,<ICD9>,851.11
S01.90XA,<ICD9>,851.12
S01.90XA,<ICD9>,851.13
S01.90XA,<ICD9>,851.14
S01.90XA,<ICD9>,851.15
S01.90XA,<ICD9>,851.16
S01.90XA,<ICD9>,851.19
S06.330A,<ICD9>,851.20
S06.339A,<ICD9>,851.21
S06.331A,<ICD9>,851.22
S06.333A,<ICD9>,851.23
S06.335A,<ICD9>,851.24
S06.336A,<ICD9>,851.25
S06.339A,<ICD9>,851.26
S06.330A,<ICD9>,851.29
S01.90XA,<ICD9>,851.30
S01.90XA,<ICD9>,851.31
S01.90XA,<ICD9>,851.32
S01.90XA,<ICD9>,851.33
S01.90XA,<ICD9>,851.34
S01.90XA,<ICD9>,851.35
S01.90XA,<ICD9>,851.36
S01.90XA,<ICD9>,851.39
S06.370A,<ICD9>,851.40
S06.380A,<ICD9>,851.49
S01.90XA,<ICD9>,851.50
S01.90XA,<ICD9>,851.51
S01.90XA,<ICD9>,851.52
S01.90XA,<ICD9>,851.53
S01.90XA,<ICD9>,851.54
S01.90XA,<ICD9>,851.55
S01.90XA,<ICD9>,851.56
S01.90XA,<ICD9>,851.59
S06.370A,<ICD9>,851.60
S06.370A,<ICD9>,851.69
S01.90XA,<ICD9>,851.70
S01.90XA,<ICD9>,851.71
S01.90XA,<ICD9>,851.72
S01.90XA,<ICD9>,851.73
S01.90XA,<ICD9>,851.74
S01.90XA,<ICD9>,851.75
S01.90XA,<ICD9>,851.76
S01.90XA,<ICD9>,851.79
S06.330A,<ICD9>,851.80
S06.330A,<ICD9>,851.89
S01.90XA,<ICD9>,851.90
S01.90XA,<ICD9>,851.91
S01.90XA,<ICD9>,851.92
S01.90XA,<ICD9>,851.93
S01.90XA,<ICD9>,851.94
S01.90XA,<ICD9>,851.95
S01.90XA,<ICD9>,851.96
S01.90XA,<ICD9>,851.99
S06.6X0A,<ICD9>,852.00
S06.6X0A,<ICD9>,852.09
S06.6X0A,<ICD9>,852.10
S01.90XA,<ICD9>,852.11
S01.90XA,<ICD9>,852.12
S01.90XA,<ICD9>,852.13
S01.90XA,<ICD9>,852.14
S01.90XA,<ICD9>,852.15
S01.90XA,<ICD9>,852.16
S01.90XA,<ICD9>,852.19
S06.5X0A,<ICD9>,852.20
S06.5X0A,<ICD9>,852.29
S01.90XA,<ICD9>,852.30
S01.90XA,<ICD9>,852.31
S01.90XA,<ICD9>,852.32
S01.90XA,<ICD9>,852.33
S01.90XA,<ICD9>,852.34
S01.90XA,<ICD9>,852.35
S01.90XA,<ICD9>,852.36
S01.90XA,<ICD9>,852.39
S06.4X0A,<ICD9>,852.40
S06.4X0A,<ICD9>,852.49
S01.90XA,<ICD9>,852.50
S01.90XA,<ICD9>,852.51
S01.90XA,<ICD9>,852.52
S01.90XA,<ICD9>,852.53
S01.90XA,<ICD9>,852.54
S01.90XA,<ICD9>,852.55
S01.90XA,<ICD9>,852.56
S01.90XA,<ICD9>,852.59
S06.360A,<ICD9>,853.00
S06.360A,<ICD9>,853.09
S01.90XA,<ICD9>,853.10
S01.90XA,<ICD9>,853.11
S01.90XA,<ICD9>,853.12
S01.90XA,<ICD9>,853.13
S01.90XA,<ICD9>,853.14
S01.90XA,<ICD9>,853.15
S01.90XA,<ICD9>,853.16
S01.90XA,<ICD9>,853.19
S06.890A,<ICD9>,854.00
S06.0X0A,<ICD9>,854.09
S01.90XA,<ICD9>,854.10
S01.90XA,<ICD9>,854.11
S01.90XA,<ICD9>,854.12
S01.90XA,<ICD9>,854.13
S01.90XA,<ICD9>,854.14
S01.90XA,<ICD9>,854.15
S01.90XA,<ICD9>,854.16
S01.90XA,<ICD9>,854.19
S21.309A,<ICD9>,860.1
S21.309A,<ICD9>,860.3
S21.309A,<ICD9>,860.5
S21.309A,<ICD9>,861.10
S21.309A,<ICD9>,861.11
S21.309A,<ICD9>,861.12
S21.309A,<ICD9>,861.13
S21.309A,<ICD9>,861.30
S21.309A,<ICD9>,861.31
S21.309A,<ICD9>,861.32
S21.309A,<ICD9>,862.1
S21.309A,<ICD9>,862.31
S21.309A,<ICD9>,862.32
S21.309A,<ICD9>,862.39
S31.609A,<ICD9>,863.1
S31.609A,<ICD9>,863.30
S31.609A,<ICD9>,863.31
S31.609A,<ICD9>,863.39
S31.609A,<ICD9>,863.50
S31.609A,<ICD9>,863.51
S31.609A,<ICD9>,863.52
S31.609A,<ICD9>,863.53
S31.609A,<ICD9>,863.54
S31.609A,<ICD9>,863.55
S31.609A,<ICD9>,863.56
S31.609A,<ICD9>,863.59
S36.90XA,<ICD9>,863.80
S31.609A,<ICD9>,863.90
S31.609A,<ICD9>,863.91
S31.609A,<ICD9>,863.92
S31.609A,<ICD9>,863.93
S31.609A,<ICD9>,863.94
S31.609A,<ICD9>,863.95
S31.609A,<ICD9>,863.99
S31.609A,<ICD9>,864.10
S31.609A,<ICD9>,864.11
S31.609A,<ICD9>,864.12
S31.609A,<ICD9>,864.13
S31.609A,<ICD9>,864.14
S31.609A,<ICD9>,864.15
S31.609A,<ICD9>,864.19
S31.609A,<ICD9>,865.10
S31.609A,<ICD9>,865.11
S31.609A,<ICD9>,865.12
S31.609A,<ICD9>,865.13
S31.609A,<ICD9>,865.14
S31.609A,<ICD9>,865.19
S31.001A,<ICD9>,866.10
S31.001A,<ICD9>,866.11
S31.001A,<ICD9>,866.12
S31.001A,<ICD9>,866.13
S31.001A,<ICD9>,867.1
S31.001A,<ICD9>,867.3
S31.001A,<ICD9>,867.5
S31.001A,<ICD9>,867.7
S31.001A,<ICD9>,867.9
S31.001A,<ICD9>,868.10
S31.001A,<ICD9>,868.11
S31.001A,<ICD9>,868.12
S31.001A,<ICD9>,868.19
S31.001A,<ICD9>,869.1
S01.119A,<ICD9>,870.1
S05.30XA,<ICD9>,871.4
S01.329A,<ICD9>,872.11
S01.329A,<ICD9>,872.12
S09.8XXA,<ICD9>,872.79
S09.91XA,<ICD9>,872.9
S01.20XA,<ICD9>,873.21
S01.20XA,<ICD9>,873.22
S01.20XA,<ICD9>,873.23
S01.22XA,<ICD9>,873.31
S01.22XA,<ICD9>,873.32
S01.22XA,<ICD9>,873.33
S08.811A,<ICD9>,873.39
S09.93XA,<ICD9>,873.40
S09.93XA,<ICD9>,873.50
S01.512A,<ICD9>,873.69
S02.5XXA,<ICD9>,873.73
S01.522A,<ICD9>,873.79
S11.019A,<ICD9>,874.00
S11.012A,<ICD9>,874.10
S41.009A,<ICD9>,880.21
S41.009A,<ICD9>,880.22
S41.109A,<ICD9>,880.23
S41.109A,<ICD9>,880.29
S51.009A,<ICD9>,881.21
S61.109A,<ICD9>,883.2
S41.009A,<ICD9>,884.2
S68.019A,<ICD9>,885.1
S68.119A,<ICD9>,886.1
S58.119A,<ICD9>,887.1
S48.019A,<ICD9>,887.3
S48.919A,<ICD9>,887.5
S48.911A,<ICD9>,887.6
S48.911A,<ICD9>,887.7
S91.309A,<ICD9>,892.2
S91.109A,<ICD9>,893.2
S71.009A,<ICD9>,894.0
S71.009A,<ICD9>,894.2
S98.119A,<ICD9>,895.1
S98.019A,<ICD9>,896.1
S98.911A,<ICD9>,896.2
S98.911A,<ICD9>,896.3
S88.119A,<ICD9>,897.1
S78.019A,<ICD9>,897.3
S78.919A,<ICD9>,897.5
S88.911A,<ICD9>,897.6
S88.911A,<ICD9>,897.7
S25.809A,<ICD9>,901.83
S35.8X9A,<ICD9>,902.39
S35.513A,<ICD9>,902.50
S35.8X9A,<ICD9>,902.87
S85.009A,<ICD9>,904.40
T14.90,<ICD9>,904.9
M67.90,<ICD9>,905.8
T20.00XS,<ICD9>,906.9
S14.9XXS,<ICD9>,907.9
L59.9,<ICD9>,909.2
L08.89,<ICD9>,910.1
L08.89,<ICD9>,910.3
L08.89,<ICD9>,910.5
L08.89,<ICD9>,910.7
L08.89,<ICD9>,910.9
L08.89,<ICD9>,911.1
L08.89,<ICD9>,911.3
L08.89,<ICD9>,911.5
L08.89,<ICD9>,911.7
L08.89,<ICD9>,911.9
L08.89,<ICD9>,912.1
L08.89,<ICD9>,912.3
L08.89,<ICD9>,912.5
L08.89,<ICD9>,912.7
L08.89,<ICD9>,912.9
L08.89,<ICD9>,913.1
L08.89,<ICD9>,913.3
L08.89,<ICD9>,913.5
L08.89,<ICD9>,913.7
